name,current_rating,total_votes,source_url,scraped_at
Khamrah Lattafa Perfumes for women and men,4.29,"23,259",https://www.fragrantica.com/perfume/Lattafa-Perfumes/Khamrah-75805.html,2025-12-16 19:48:41
